43723;500 millas Cartagena
43724;500 millas La concepcion
43725;In Fashion Kids 
43726;In Fashion Kids Lorenzo
43727;In Fashion Kids Confecciones
43728;In Fashion Kids Cll 19
43729;In Fashion Kids VIP
43730;In Fashion Kids Ipiales
43731;Brahma Concept CC Parque Fabricato
43732;Texas Shop
43733;Odontoplus Alfonso Lopez
43734;Consultorio Odontologico Dr. Deiby Perez
43735;Accesorios Capricho
43736;Root Granada
43737;Supercool CC Jardin Plaza
43738;Supercool Cll 11
43739;Credisoat Itagui
43740;Supercool Store CC Buenavista
43741;Central Llantas Yopal
43742;La Bodega Del Jean Daniela
43743;Repuestos Y Accesorios Motohit
43744;Offcorss CC Gran Plaza Bosa
43745;Comercializadora Barber House
43746;Deepot Plays 4 Soacha
43747;Deepot Plays 3
43748;Deepot Plays 19
43749;Deepot Plays 24 CC Portal 80
43750;Concesion 2
43751;Deepot Plays 12 CC Plaza Las Americas
43752;Stock Play Antiguo
43754;Alfagas Servicios
43755;Stile Sport Shop 23
43756;Skechers Ducati 5
43757;Deepot Plays 30
43758;Deepot Plays Tienda Virtual
43759;Paraiso Azul Yopal
43760;Peluqueria Kadmiel
43761;Tu Optica Monteria 1
43762;Tu Optica Monteria 2
43763;Tu Optica Sincelejo
43764;Tu Optica Lorica
43765;Tu Optica Planeta Rica
43766;Tu Optica Sahagun
43767;Tu Optica Montelibano
43768;Tu Optica Ayapel
43769;Gamer Tecnologia
43770;Gamer Tecnologia Tienda Virtual
43771;LentesGo CC La Estacion
43772;Andamios La 47
43773;Bosi Yopal
43774;Bosque Kids
43775;Inmobiliaria Casa Blanca
43776;Autopartes La Chinita
43777;Mecanik Automotriz
43778;Ferrecamacho
43779;Optica Salud Visual San cristobal
43780;OptyColor Optica
43781;YCF Minimotos Monteria
43782;Bicicletas HL
43783;Fiorella Moda Bga
43784;Racing Studio Tienda Virtual Antiguo
43785;JOEM Nuevo
43786;Panda Bienestar Integrala Tienda Virtual
43787;Joem Caldas Nuevo
43788;Remon
43789;Joem Cali Nuevo
43790;Joem CC Premium Plaza Nuevo
43791;Joem Principal Nuevo
43792;www.joem.com.co Antiguo
43793;Melo Caramelo
43794;www.pali.com.co Nuevo
43795;Sofia Duarte Estetica Dental
43796;Academia Automovilistica Autosport
43797;Royal White
43798;Colchobes Nuevo Futuro Bodega
43799;Colchones Nuevo Futuro
43800;Koaj San Andres 2 Antiguo
43801;Merca Todo Bosconia
43802;Isna La Paila
43803;Cazia Spa Facial 
43804;Ink bike
43805;Bca soluciones tienda virtual
43806;Bca Soluciones 1
43807;Bca Soluciones 2
43808;Bca Soluciones 3
43809;Construacabados El Carmen
43810;Herpo Movil Tienda Virtual
43811;Cda Motos Copacabana
43812;Ethutic Store
43813;Tienda Mandarina Sport
43814;Tienda Mandarina Sport Tienda  Virtual
43815;Pilatos Smartsale
43816;Almacen Primaveral 1
43817;Almacen Primaveral 2
43818;La Tienda Del Mueble Del Cauca
43819;Muebles Nando
43820;Clinica Odontologicas Santa Clara
43821;Gran Optica
43822;Natural Style Life
43823;Origen AYC
43824;www.quest.com.co
43825;Ana Salazar Bolsos y Accesorios
43826;Surtitodo CC Plaza De Las Americas
43827;Bona CC Premium Plaza
43828;Bona CC Gran Plaza
43829;Bona CC florida
43830;Munditelas
43831;Loto Moda Femenina Antigua
43832;Acuarela Bello
43833;Vat Belleza Y Bienestar Tienda Virtual
43834;Calzamos D Moda Pitalito Nuevo
43835;Roots Shop
43836;Optica Family Full Vision
43837;Colchones Confortlife
43838;Dulces Suenos
43839;Montes Vision
43840;Prestige Store M.L
43841;Opticas 1A Montelibano
43842;www.aquitashop.com
43843; Carolina Martinez Odontologia
43844;Casa Modelo
43845;Motorella 
43846;Laura Becerra Odontologia Integral
43847;La Casa Del Remate
43848;Norgas Centro De Soluciones
43849;Consultorio Odontologico Dr Rafael Pineda Cristiano
43850;Odontología Dra Laura Teyo 
43851;Offcorss Alcaravan JR Nuevo
43852;Offcorss Quinta Estacion JR Nuevo
43853;Optica Marin
43854;Dormilife Hayuelos
43855;Esmeraldas Colombia
43856;Dormilife   CC Viva Villavicencio
43857;Casa Johana Boutique
43858;Sistecredito WhatsApp 11
43859;540 Koaj Titan II
43860;Sistecredito WhatsApp 12
43861;Sistecredito WhatsApp 13
43862;Sistecredito WhatsApp 14
43863;Multillantas Amaro
43864;Sistecredito WhatsApp 15
43865;Sistecredito WhatsApp 16
43866;Sistecredito WhatsApp 17
43867;Belleza Y Salud Trizu
43868;Sistecredito WhatsApp 18
43869;Avax Web
43870;Avax Web Tienda Virtual
43871;Grand Boutique
43872;Sistecredito WhatsApp 19
43873;Joy Kids
43874;Skarpy 1
43875;Skarpy 2
43876;Skarpy 3
43877;Slp Autopartes
43878;Sistecredito WhatsApp 20
43879;Sistecredito WhatsApp 21
43880;Sistecredito WhatsApp 22
43881;Sistecredito WhatsApp 23
43882;Sistecredito WhatsApp 24
43883;Sistecredito WhatsApp 25
43884;Sistecredito WhatsApp 26
43885;Makabeos Antiguo 
43886;A21 Tienda
43887;Casique Gold Tattoo
43888;Tu Chapato Store
43889;Huellas Pet Shop Colombia
43890;Alfa Legacy Mall Guayabal
43891;Calzatodo Yumbo
43892;Electrokosta
43893;Dentolaser Restrepo
43894;Dentolaser Americas
43895;Dentolaser Fontibon
43896;Dentolaser Olaya
43897;Club Punto De Encuentro Herbalife
43898;Surti Cascos Del Valle 1
43899;Surti Cascos Del Valle 2
43900;Surti Cascos Del Valle 3
43901;Lux Vision 
43902;Surti Cascos Del Valle 4
43903;Seguros De carros Y motos La Ceja
43904;Offcorss CC Gran Plaza El Ensueno
43905;Celeste Store 
43906;sobre Ruedas Tuning
43907;Creditos Barbosa Esteban
43908;Mad Store
43909;I Touch Tecnologia Digital
43910;Casa Barbero
43911;Sarai Store Tienda Virtual
43912;Mi Optica Boutique
43913;Smile Family Odontologia Integral
43914;Distribuciones Y Representaciones La Octava
43915;Tienda De Ropa Y Accesorios Artemisa Store
43916;Sistecredito WhatsApp 27
43917;Sistecredito WhatsApp 28
43918;Sistecredito WhatsApp 29
43919;Sistecredito WhatsApp 30
43920;Quest Roldanillo Antiguo
43921;Mic Roldanillo Antiguo
43922;Jugueteria Rav Toys Fabricato
43923;Mistica Unico
43924;Variedades Joha
43925;Ferreteria Ya
43926;Ferreteria Ya Tienda Virtual
43927;Flamingo Puerto Berrio
43928;TKD Tools
43929;Motos Del Darien Chigorodo
43930;Motos Del Darien Dabeiba
43931;Aylens Sport
43932;Beauty Store Tienda Virtual
43933;Automotos Lijaca
43937;Caliche Motos Av Simon Bolivar
43938;El Mundo Del Interior
43939;Vianey Nanaa
43940;Muebles El Motilon
43941;Optica Dr Villamizar Plus
43942;Tubulares Calad
43943;CDM Americanino Quibdo
43944;El Tocador Hollywood
43945;Moto Cubico Zaragoza
43946;Moto Cubico Pivijay
43947;Moto Cubico Malambo
43948;Moto Cubico Chinu AKT
43949;Moto Cubico Lorica
43950;Moto Cubico La Apartada
43951;Moto Cubico La Jagua
43952;Moto Cubico Mompos
43953;Moto Cubico El Copey
43954;Moto Cubico Chinu UMA
43955;Moto Cubico San Marcos UMA
43956;Electro Cubico Zaragoza
43957;Electro Cubico Ayapel
43958; Electro Cubico La Apartada
43959;Fox Toberin
43960;Almacen la Estrella de San Javier 2
43961;Servi Motos
43962;Majestic Lab
43963;Jero Store
43964;Veronna Perfumeria Tienda Virtual
43965;Los Cascos Shop
43966;Roott Co S
43967;Kmelas CC Calima
43968;Belleza Y Moda Shop
43969;Super Pinata La 5ta
43970;Optica Dr Leguizamon
43971;Stilo Y Belleza Zava
43972;Lexi Bonilla MK
43973;Uy Vah Tienda Online
43974;Shopping Sport Marcas Originales
43975;Integral Desings ML
43976;Colchones Cala
43977;American Rines 2
43978;Multitodo Bello
43979;Autoservicio J.A
43980;Mic Yopal Centro
43981;Moda Daniela Gaspar
43982;Cda La Terminal
43983;Cda La Primera
43984;Rines Carmen Nuevo
43985;Superdry NQS Mall Plaza Bogota
43986;Ferreteria Universal
43987;Oversize
43988;Optica Ochoa Ro
43989;Yesenia Bolivar Diseno De Cejas
43990;Clínica Tascon Odontologia CC Unicentro
43991; Sports Global CC Hayuelos
43992;Estreno Moda Fresk Guajira
43993;Ela Unicentro Girardot
43994;Optica Gomez Martinez Guarne
43995;Optica Gomez Martinez La Ceja
43996;Tu Click Risaralda
43997;Sandsoccer CC Campanario 1
43998;Sandsoccer CC Campanario 2
43999;Tu Click Tolima
44000;Tu Click Cauca
44001;Centro De Ensenanza Los Profesionales
44002;Almacen Ronny
44003;Totto Bogota Kiosco Movil 
44004;Tienda Moto Colombia Antiguo
44005;Skechers Mall Santafe
44006;Fox Americas CLL 10
44007;Aylens Sport Rivera
44008;Glow Makeup Academy
44009;Cacharreria Y Papeleria Barak
44010;Escarlata Boutique
44011;Fabricacion de Muebles Tienda Virtual
44012;Big Protein
44013;Taburete Colombia Antiguo
44014;M y S Servigas
44015;Studio F Duitama
44016;Martina CC Megacentro
44017;Martina 2
44018;Martina 3 CC Hollywood
44019;Martina CC Parque Fabricato
44020;Espumas Santander CC Caracoli
44021;Punto Del Tennis
44022;LAM Viterbo 3
44023;Amoblar Muebles y Electrodomesticos Cartagenita
44024;Amoblar Muebles y Electrodomesticos Cra 5
44025;Amoblar Muebles y Electrodomesticos Nuevo
44026;Amoblar Muebles y Electrodomesticos Cll 6
44027;Cea Los Balcanes Antiguo
44028;Lycans Tienda
44029;Distribuidora Lore.M
44030;Amoblar Muebles y Electrodomesticos Bojaca Nuevo
44031;Amoblar Muebles y Electrodomesticos Centro Nuevo
44032;Amoblar Muebles y Electrodomesticos Cll 7 Nuevo
44033;Amoblar Muebles y Electrodomesticos Cra 1 Nuevo
44034;Amoblar Muebles y Electrodomesticos Cra 2 Nuevo
44035;Amoblar Muebles y Electrodomesticos Madrid Nuevo
44036;Fantasias y Variedades 
44037;www.rodadasytravesias.com
44038;Optica panorama  Foca Cll 86
44039;Comercial Luis XV Riohacha
44040;Free Florencia
44041;Jlveux Premium Shop Tienda Virtual
44042;Select Exclusit
44043;Silver Premium Shop
44044;Design Color
44045;Biking Store Antiguo 
44046;Mp odontologia especializada
44047;Perfect 
44048;Tu punto Visual
44049;Antioquia Ventas
44050;Sueno De Luna
44051;Magic Tienda Infantil
44052;Optica Miramar
44053;Mac.Ma Tienda
44054;Neferiti
44055;Autoservicio Galeria
44056;Charreria Y Papeleria Planeta Escolar
44057;Almacen JS
44058;Unidrogas Edgosa Safme
44059;Suenos Infantiles
44060;www.joyeriaipanema.com
44061;Barika Store
44062;Punto del Tennis 2
44063;Multimarcas Ana Maria Guateque Antiguo
44064;Promo Espuma 22 85
44065;Axspen CC Nuestro Bogota
44066;Maxima Vision
44067;Multimuebles JC
44068;Urban Y CO CC Singapur
44069;Aqua Studio
44070;Glam
44071;Sede Casa Club
44072;Leon El Gloton
44073;Casa Diva Muebles Y Lenceria Tienda Virtual
44074;Motorab y Garage
44075;Drogueria Medipiel Guatapuri
44076;De Moda Chic
44077;Lienso En Tu Piel
44078; Cromantic CC Paseo La Castellana
44079;Ferroceramica Los Viejos
44080;EPEKA CC Hayuelos 2
44081;EPEKA CC Multiplaza Bogota
44082;EPEKA CC Plaza Central Bogota
44083;EPEKA CC La Estacion Ibague
44084;Odontoclave Bello
44085;Palatsi Mall Plaza Barranquilla
44086;Palatsi C.C Viva Barranquilla
44087;Palatsi CC Nuestro Atlantico
44088;Lolitas Fashion
44089;Tienda Ropa 20 20
44090;Comercializadora Toto Tire Cll 08
44091;Comercializadora Toto Tire Crr 23
44092;Mnt Designs
44093;www.tiendafof.com
44094;www.allyours.com.co
44095;Tu Vision Opttica
44096;Rewxports
44097;Rewxports Tienda Virtual
44098;Royal White Tienda Virtual
44099;Optica Grupo Univis
44100;Suenos Y Disenos Magistral
44101;Hogar Magistral
44102;Sinicca Boutique
44103;Maoma
44104;Llantas Y Motos Santi
44105;Llantas Y Motos Santi El Dorado
44106;Go Man Bike
44107;Consultora De Belleza Marcela
44108;Beltinni Shoes
44109;Specialized Mariquita
44110;Aburra Motos Itagui
44111;Aburra Motos Bello
44112;Aburra Motos Caucasia
44113;Aburra Motos Choco
44114;Smart Dentist
44115;Consultorio Odontologico Piedecuesta
44116;Colchones Gold
44117;IMES Insumos Medicos
44118;Drogueria Y Miselanea Jimenez
44119;Diagnostic Visual
44120;Farmacia La Quinta Avenida
44121;Modulares Stefanny
44122;Royal spa
44123;El Condor Agro Ferreteria Y Veterinaria
44124;Turbo Tec
44125;Variedades Brenda
44126;Cacharreria Brenda
44127;Black Monkey Urban Shop
44128;LiliPink Melgar
44129;LiliPink Mariquita
44130;LiliPink Chaparral
44131;Odontoclave CC Parque fabricato
44132;Lilipink VillaLuz
44133;Mic Roldanillo  2 Antiguo
44134;Megallantas De Valle R Union 
44135;Maroz Tierra Santa Molinos
44136;Detroit City
44137;Odontofamiliar
44138;Vintaje Moda
44139;Creditos Michelly Nuevo
44140;Optica Virtual
44141;CLS Barranquilla
44142;CLS Barranquilla Tienda Virtual
44143;Accesorios Capricho Tienda Virtual
44144;W.M Comunicaciones
44145;Optica Visual Plus Ferias
44146;Zapatos Y Zapatos
44147;Decolux
44148;Watsh Store E Y P Tienda Virtual
44149;Go Rigo Go CC Santiago Plaza
44150;Go Rigo Go Risaralda
44151;Ferreteria La Variante de Mahates
44152;A Y G Motorepuestos
44153;Dharma Tatto Studio
44154;Sexy Erotic
44155;Los Angeles La Victoria
44156;El Mayorista de la Construccion Tienda Virtual
44157;Bonitas Pereira
44158;Cascomoto Piamonte
44159;Encantos Boutique
44160;Amatista Anserma
44161; Zona Kids Tienda Infantil
44162;Dispromacon Carepa
44163;El Martillo 250 Ferreteria
44164;Tramitar Super Motos
44165;Super Motos UMA
44166;Super Motos UMA Bajaj
44167;Belleza Latina
44168;Decorceramica Ideo Itagui
44169;Construled Cartago
44170;Electricos Del Valle
44171;Variedades Anllely
44172;Style Tienda
44173;Cascomoto CC Mercurio
44174;Chispitas Tienda
44175;Outlet Bunker
44176;Distrillantas Moto
44177;El Quijote CC Yuldana
44178;Col Hogar Suba Rincon
44179;Pina Colada Make Up CC Gran Plaza El Ensueno
44180;Pina Colada Make Up CC Nuestro Bogota
44181;Construcasa Corona Pitalito
44182;Construcasa Corono San Agustin
44183;Sabanamotos Fontibon
44184;Sabanamotos San Jose
44185;Retox 3
44186;Muebles Woar
44187;Distrihogar JR y As
44188;Distrihogar JR y As Tienda Virtual
44189;Hefesto Tienda Virtual
44190;Evacol Fundadores
44191;Servivictor
44192;Okey Sport CC Guacari Antiguo
44193;Drogeria La Medalla Milagrosa
44194;LyL Tramites y Seguros
44195;Salud Oral Carmendent
44196;Bonos Y Descuentos
44202;Joyeria Y Relojeria El Gran As Cartago
44203;Special Moments
44204;Panalera Pequeno Bambino
44205;Parceros
44206;Luz Beauty Care
44207;Almacen Ninerias
44208;The Pink Party Plato
44209;The Pink Party Guajira
44210;The Pink Party Riohacha
44211;Alsama insumo y soluciones
44212;Alsama insumo y soluciones Tienda Virtual
44213;Clinica Del Casco
44214;Dukra
44215;Replays Toberin 2
44216;Multiservicios Jmar
44217;Multiservicio Jmar 2
44218;Casa Del Mueble 3
44219;Bicicletas La Heroica
44220;Sport Fitness Cartagena Nuevo
44221;Centro de ensenanza Automovilistica Cea Certifica
44222;Variedades Vomm
44223;Almacen Mimi
44224;El Templo de la Belleza
44225;Deportivos Carvajal Kids
44226;Joyeria Angel
44227;Endigital
44228;Instinto Urbano
44229;Decadas Tienda Ropa
44230;Roott + Co CC Plaza Fabricato
44231;With Love Av 2
44232;Joyeria Italiana Places
44233;Comuneros Tienda Virtual
44234;RTV Ibague
44235;Serviodontologos
44236;Masmotocicletas Sincelejo
44237;Xpiria Bosa La Independencia
44238;Masmotocicletas Soledad
44239;Masmotocicletas Cartagena
44240;Minisurtidos
44241;Credimodas 3 Antiguo
44242;Bonos Y Descuentos Tienda Virtual
44243;Joyas Y Relojes D Mario
44244;Electro AO Caneyes
44245;Electro AO Floridablanca
44246;Electro AO Aguachica
44247;Electro AO Gaira
44248;Electro AO Rio Frio
44249;Electro AO Riohacha Centro
44250;La Bodega Del Jeans Espinal Antiguo
44251;New Era Andino
44252;Drogueria Samara Ocana
44253;The Lux
44254;Megaline Platinum 1 Popayan
44255;Coral Shop
44256;Supercool Store Monteria
44257;Comercializadora Toto Tire Tienda Virtual
44258;Mueblinova
44259;Dalu Aroma
44260;Tex Mundo
44261;Galeria Del Mueble Kennedy
44262;EPEKA CC La Florida
44263;Bike Y Fun
44264;Bianca Accesorios
44265;IYO OYE
44266;El Martillo Cll 15
44267;Joyas Y Relojes D Mario 2
44268;Mario Hernandez CC Unico
44269;Mario Hernandez CC San Silvestre
44270;Ferreteria San Felipe
44271;Ceramica San Felipe
44272;Relojeria Super Store Colombia Tienda Virtual
44273;Cataleya Sport Boc Bogota
44274;Cataleya Sport Boc Tolima
44275;Ana Lu
44276;IPS De Todos Kennedy Central
44277;Floristeria y Variedades Luciana y Geronimo
44278;Exhibicion Lorens
44279;Ciclomotos Lerida Sport
44280;Whirose Shop Tienda Virtual
44281;Relphie Time Store Tienda Virtual
44282;All Motos Piedecuesta
44283;Llantas El Mono 1
44284;Llantas El Mono Maicao
44285;Llantas El Mono 2
44286;Daniela Benjumea Shop
44287;Trenno Sport
44288;Centro Dental Tu Boca
44289;Ferreteria Don Kike Antiguo
44290;You Store
44291;Moto Lujo El Zar
44292;Zona Relax Spring Acacias
44293;Comoda Y Bella
44294;Flamingo Aguadas
44295;Asesorias y Soat Tuquerres
44296;Credisuenos
44297;Subliarte
44298;Molaris Grupo Odontologico
44299;www.bragaaccesorios.com
44300;Daniela Benjumea Shop Cra 51
44301;Daniela Benjumea Shop Cll 130
44302;Twins Riders
44303;Stelova
44304;Cda El Carmen Solo Motos
44305;Serviired
44306;Daniela Benjumea Shop Ruisenor
44307;Distribuciones J Fer
44308;Urban Y CO
44309;Centro de Ensenanza Automovilistica Maserati
44310;Clinica Odontologica Dra Iveth Buelvas T
44311;J.R.S Distribuciones
44312;CDA Avanzar Los Patios
44313;Better Training
44314;Better Training Tienda Virtual
44315;Variedades Super Ofertas
44316;Pintumezclas Buga
44317;MM Maricela Murillo Tienda Chic
44318;Rosa Elena Velasquez Marin
44319;Lubricentro La Hormiga Sede Norte
44320;Carolina Botero Tienda Virtual
44321;www.carolinabotero.com
44322;Carolina Botero
44323;Creaciones Buen Sueno
44324;Dormiflex Gold
44325;Electro Sueno
44326;Racing Motos
44327;Bike America Av Villavicencio 
44328;Puntoclick.Es.Tl
44329;Dentolaser Sosiego
44330;Dentolaser Galerias
44331;Super Credito Filadelfia
44332;Mascotienda Pet Shop Ternuras
44333;Xtremos Sport La Plata
44334;Tennis Sand Tennis
44335;EPEKA Kids Smart CC Multiplaza
44336;EPEKA Kids Smart CC La Estacion
44337;Us Polo Assn CC Alamedas
44338;For Ever Shoes And Clothes
44339;Construelectricos CT Tienda Virtual
44340;Odontonorte IPS
44341;Productos De Aseo Impekable
44342;Dream Clothing Style
44343;Mundial de Motores Puerto Rico
44344;Revision Tecnico Mecanica
44345;Moto Repuestos La 21 LYL
44346;Drogueria Farma Life 1
44347;Drogueria Farma Life 2
44348;Drogueria Servifarma
44349;TL Biker
44350;TL Biker Tienda Virtual
44352;Cascos Y Accesorios Cochemiel La Serena
44353;Forros El Mono
44354;Cascos Y Accesorios Cochemiel La Serena Tienda Virtual
44355;IPS Fonoaudio Clinica 
44356;Cirufacil
44357;Kairos Centro Optico
44358;Barrer Clinica Odontologica
44359;Lexxus Pro Bodega Tienda Virtual
44360;Lexxus 111
44361;Lexxus Asesor Externos
44362;Boutique Cocoa Centro
44363;Hincapies Santuario
44364;Centro De Lubricacion La Gran Esquina
44365;Team Sport
44366;Centro De Soluciones Multipagos
44367;Boutique Fashion Julieth
44368;Mar Textil
44369;Carolina Moreno MK
44370;Distribelleza Ketty Shop Barranquilla
44371;Aburra Motos Los Colores
44372;Distribuciones RYP
44373;Garvi Metropolis
44374;Garvi Tunjuelito
44375;Garvi Canaveral
44376;Ferreteria Cormoranes
44377;Motocicletas Neiva
44378;Manotas Spa De Mascotas
44379;Escuela De Ensenanza Conduser
44380;Makeup Store Nuevo
44381;Makeup Store 2 Nuevo
44382;City Optics Sogamoso
44383;Angel 1
44384;La Muebleria
44385;Papelmania SRC
44386;Centro De Keratinas Epa Colombia
44387;Nenas Boutique
44389;Opticos Group Duitama
44390;Magikos Pinateria Y Detalles Con Amor
44391;Creaciones Segar  Tienda Virtual
44392;Dento Estetic Spa Dental
44393;Dento Estetic Spa Dental Cluicoral
44394;Curumamuebles Alkosto
44395;Auto Fenix Express
44396;Tienda El Triunfo La Gran Colombia
44397;Futuro Con Compromiso
44398;Vive Motos
44399;Vive Motos Tienda Virtual
44400;CDA Motocesar
44401;AHL Electrodomestico Carepa Centro
44402;AHL Electrodomestico Centro Nuevo
44403;AHL Electrodomestico Apartado Principal
44404;AHL Electrodomestico Fundadores2
44405;AHL Electrodomestico Turbo KRA 13
44406;Repuestos Y Cristaleria La Unica
44407;Moto Company
44408;Moto Company Tienda Virtual
44409;Centro De Experiencia 122
44410;Centro De Experiencia Plaza Americas
44411;Centro De Experiencia CC Imperial
44412;Centro De Experiencia Soacha
44413;Taller Y Cosas
44414;Drogueria San Miguel Plus
44415;Estetica Vivante
44416;Cerrajeria Maoli Express
44417;Healthy Line
44418;Nabu Accesorios Tienda Virtual
44419;Punto De Venta SOAT
44420;Motored Bogota CDS El Campin
44421;Tienda De Ciclismo Reto Personal
44422;Mayoral De La Moda CC Parque Fabricato
44423;Calzatodo Bogota 42
44424;Calzatodo Zipaquira 1
44425;Autopartes Y Baterias Star
44426;Motos Y Motos Principal
44427;Motos Y Motos Cra 27
44428;Motos Y Motos Giron
44429;Jaidiby Rodriguez MK
44430;Samdilu Shop Tienda Virtual
44431;Dumbonet Telecomunicaciones
44432;Emmanuel Store
44433;Optica Darvision
44434;Cid Xpress Papeleria Prado
44435;Cid Xpress Papeleria Delicias
44436;Cid Xpress Papeleria Centro
44437;Optica Cabecera Laser View
44438;Drogueria Pharmanet Nuevo
44439;Variedades Galicia Jardin
44440;Car System
44441;Medipiel Isla Viva Envigado
44442;Pleasure Zona Rosa
44443;Pleasure Lourdes
44444;Pleasure Modelia
44445;Pleasure Tienda Virtual
44446;Escuela De Automovilismo Conducar Nuevo
44447;Roa Bike Store
44448;Variedades El Hueco Panda
44449;Stara Denim Class Cll 10
44450;Tiendas Tomaticos CC El Progreso
44451;Zona Descanso Y Salud San Diego 
44452;El Triunfo Ferretero
44453;Boccherini Ibague
44454;For Winners Ibague
44455;Inversiones Cova Tienda Virtual
44456;Riesgos Y Seguros AXM
44457;Optica Vision Familiar
44458;Multimarcas Malu
44459;Materiales Alvarez 2
44460;Materiales Alvarez
44461;CRT Ocana Ltda
44462;Auto Y Taxis
44463;Holly People 1
44464;Holly People 2
44465;Optimundo Palmira
44466;Optica Y DYA
44467;Optica Vision Codimer
44468;Caninos Y Felinos Hospital Veterinario
44469;Todo Llantas JM PZA
44470;Llanodent Odontologia
44471;Natural Life Group
44472;Disenos Y Cocinas
44473;Optikos Colombia Chico
44474;Centro De Experiencia Carpa
44475;Ceres C
44476;Optikos Colombia Medellin
44477;Diane Y Geordi CC Fabricato
44478;Sugar kids la 14 calima 
44479;Sugar Kids La 14 Cosmocentro 
44480;Sugar kids la 14 AVE 6 ERROR
44481;Drogueria Medipiel Dual De Moda
44482;Almacenes La Ganga San Juan
44483;Serviteca Del Este
44484;Exostos SS
44485;Designn
44486;KyS Vishion
44487;A V El Sueno
44488;Analu Tienda Uraba
44489;Andrea Penaranda Odontologia Y Estetica 
44490;Max Oral Dent
44491;Diane y Geordi Santander
44492;Oral Family
44493;Optica Dra Milena Hurtado
44494;Variedades Sara Sofia
44495;Diane y Geordi Cucuta Cll12
44496;The Color Baking Company
44497;Nekai Muebleria
44498;Mundillantas JM
44499;Odontologia Especializada Juan Pablo Ramirez
44500;Dielectricos
44501;Iqos Boutique Parque De La 93 Nuevo
44502;Iqos Call Center Nuevo
44503;Iqos CC Cable Plaza Nuevo
44504;Agromarket
44505;Iqos CC Cacique Nuevo
44506;Iqos CC Chipichape Nuevo
44507;Iqos CC El Tesoro Nuevo
44508;Iqos CC Gran Estacion Nuevo
44509;Iqos CC Hayuelos Nuevo
44510;Iqos CC La Central Nuevo
44511;Iqos CC La Estacion Nuevo
44512;Iqos CC La Estacion 2 Nuevo
44513;Optica Dr Brayan
44514;Iqos CC Los Molinos Nuevo
44515;Iqos CC Mall Plaza El Castillo Nuevo
44516;Sugar Kids La 14 Ave 6
44517;Iqos CC Palmetto Plaza Nuevo 
44518;Iqos CC Parque Colina Nuevo
44519;Iqos CC Plaza De Las Americas Nuevo
44520;Iqos CC Primavera Nuevo
44521;Fruttivos Manrique
44522;Fruttivos Casa Campo
44523;World Technology
44524;Iqos CC Puerta Del Norte Nuevo
44525;Iqos CC Santafe Bogota Nuevo
44526;Iqos CC Santafe Medellin Nuevo
44527;Iqos CC Titan Plaza Nuevo
44528;Iqos CC Unicentro Nuevo
44529;Iqos CC Unicentro Cali Nuevo
44530;Iqos CC Viva Envigado Nuevo
44531;Iqos CC Viva Laureles Nuevo
44532;Iqos Centro Mayor Nuevo
44533;Dr Emerio Lopez Cirujano Maxilofacial
44534;RyR Ventas
44535;Tienda Booz La Pepita
44536;Tienda Booz Casa Blanca
44537;Iqos Fontanar Nuevo
44538;Iqos La Quinta Nuevo
44539;Iqos Llanogrande Nuevo
44540;Iqos Plaza Claro Nuevo
44541;Iqos R1CO1 Nuevo
44542;Iqos R1CO10 Nuevo
44543;Workpress
44544;Iqos R1CO11 Nuevo
44545;Iqos R1CO12 Nuevo
44546;Iqos R1CO13 Nuevo
44547;Iqos R1CO14 Nuevo
44548;Iqos R1CO15 Nuevo
44549;Iqos R1CO16 Nuevo
44550;Desing Home Tienda Virtual
44551;Desing Home
44552;Iqos R1CO17 Nuevo
44553;Iqos R1CO18 Nuevo
44554;Iqos R1CO19 Nuevo
44555;CeaCar Villanueva
44556;www.bonosydescuentos.com
44557;www.minimaxcolombia.com
44558;Sonomarcas Tienda Virtual
44559;www.sonomarcas.com
44560;Herramientas Total Tienda Virtual
44561;www.totalherramientas.com
44562;Iqos R1CO2 Nuevo
44563;Iqos R1CO20 Nuevo
44564;Iqos R1CO21 Nuevo
44565;Iqos R1CO22 Nuevo
44566;Iqos R1CO23 Nuevo
44567;Iqos R1CO24 Nuevo
44568;Iqos R1CO25 Nuevo
44569;Iqos R1CO26 Nuevo
44570;Iqos R1CO27 Nuevo
44571;Iqos R1CO28 Nuevo
44572;Iqos R1CO29 Nuevo
44573;Iqos R3CO3 Nuevo
44574;Iqos R1CO30 Nuevo
44575;Iqos R1CO31 Nuevo
44576;Iqos R1CO32 Nuevo
44577;Drogueria Macrosalud Etica
44578;Iqos R1CO33 Nuevo
44579;Iqos R1CO34 Nuevo
44580;Iqos R1CO35 Nuevo
44581;Iqos R1CO36 Nuevo
44582;Iqos R1CO37 Nuevo
44583;Iqos R1CO38 Nuevo
44584;Iqos R1CO39 Nuevo
44585;Iqos R1CO4 Nuevo
44586;Iqos R1CO40 Nuevo
44587;Iqos R1CO41 Nuevo
44588;Iqos R1CO42 Nuevo
44589;Iqos R1CO43 Nuevo
44590;Iqos R1CO5 Nuevo
44591;Iqos R1CO6 Nuevo
44592;Iqos R1CO7 Nuevo
44593;Iqos R1CO8 Nuevo
44594;Beauty Woman
44595;Ferre Amigos Raices.
44596;Iqos R1CO9 Nuevo
44597;Iqos R2CO1 Nuevo
44598;Optica Cabecera Laser View.
44599;Iqos R2CO10 Nuevo
